#Api/Core.php
"Please enter the text below which you want to display in place of 'documents' in the URLs of this plugin.";"Please enter the text below which you want to display in place of 'documents' in the URLs of this plugin."
"Documents pages URL alternate text for 'document'";"Documents pages URL alternate text for 'document'"
"Please enter the text below which you want to display in place of 'document' in the URLs of this plugin.";"Please enter the text below which you want to display in place of 'document' in the URLs of this plugin."
"Slug URL";"Slug URL"
"Do you want to replace blank-space in your category name by '-' in URL?";"Do you want to replace blank-space in your category name by '-' in URL?"
"Default Document Viewer Type";"Default Document Viewer Type"
"Select the default viewer type for documents on your site. (Note: Secure documents can be viewed in Flash reader only because secure documents use access-management technology which is available in Flash only. Therefore, secure documents will always be viewed in Flash reader, even if you choose HTML5 reader as default. To see more about secure documents and the setting for them, please go to Member Level Settings in this plugin.)";"Select the default viewer type for documents on your site. (Note: Secure documents can be viewed in Flash reader only because secure documents use access-management technology which is available in Flash only. Therefore, secure documents will always be viewed in Flash reader, even if you choose HTML5 reader as default. To see more about secure documents and the setting for them, please go to Member Level Settings in this plugin.)"
"Flash Reader";"Flash Reader"
"HTML5 Reader";"HTML5 Reader"
"Fullscreen option in Flash Reader";"Fullscreen option in Flash Reader"
"Do you want the 'Fullscreen' option to be available in the Flash Reader?";"Do you want the 'Fullscreen' option to be available in the Flash Reader?"
"Default View Mode in Flash Reader";"Default View Mode in Flash Reader"
"Choose the default view mode of Flash Reader for viewing documents. Users will be able to change the mode in the viewer.";"Choose the default view mode of Flash Reader for viewing documents. Users will be able to change the mode in the viewer."
"List";"List"
"Book";"Book"
"Slide";"Slide"
"Tile";"Tile"
"Show Full Title Without Truncation";"Show Full Title Without Truncation"
"Do you want to show the full document title without truncation on various pages like widgets, Browse Documents, My Documents etc..";"Do you want to show the full document title without truncation on various pages like widgets, Browse Documents, My Documents etc.."
"Disabled links in Reader";"Disabled links in Reader"
"Do you want the disabled links in the Document Viewer like Download, etc to be hidden?";"Do you want the disabled links in the Document Viewer like Download, etc to be hidden?"

#Form/Admin/Settings/Level.php
"Member Level Settings";"Member Level Settings"
"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below.";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below."
"Member Level";"Member Level"
"Allow Viewing of Documents?";"Allow Viewing of Documents?"
"Do you want to let members view documents? If set to no, some other settings on this page may not apply.";"Do you want to let members view documents? If set to no, some other settings on this page may not apply."
"No, do not allow documents to be viewed.";"No, do not allow documents to be viewed."
"Yes, allow viewing of documents";"Yes, allow viewing of documents"
"Yes, allow viewing of all documents, even private ones.";"Yes, allow viewing of all documents, even private ones."
"Allow Editing of Documents?";"Allow Editing of Documents?"
"Do you want to let members edit documents? If set to no, some other settings on this page may not apply.";"Do you want to let members edit documents? If set to no, some other settings on this page may not apply."
"No, do not allow members to edit their documents.";"No, do not allow members to edit their documents."
"Yes, allow members to edit their own documents.";"Yes, allow members to edit their own documents."
"Yes, allow members to edit all documents.";"Yes, allow members to edit all documents."
"Save Settings";"Save Settings"
"HTML in Document Entries?";"HTML in Document Entries?"
"If you want to allow specific HTML tags, you can enter them below (separated by commas). Example: b, img, a, embed, font";"If you want to allow specific HTML tags, you can enter them below (separated by commas). Example: b, img, a, embed, font"
"Allow Custom CSS Styles?";"Allow Custom CSS Styles?"
"If you enable this feature, your members will be able to customize the colors and fonts of their documents by altering their CSS styles.";"If you enable this feature, your members will be able to customize the colors and fonts of their documents by altering their CSS styles."
"No, disable custom CSS styles.";"No, disable custom CSS styles."
"Yes, enable custom CSS styles.";"Yes, enable custom CSS styles."
"Document Comment Options";"Document Comment Options"
"Your members can choose from any of the options checked below when they decide who can post comments on their entries. If you do not check any options, everyone will be allowed to post comments on entries.";"Your members can choose from any of the options checked below when they decide who can post comments on their entries. If you do not check any options, everyone will be allowed to post comments on entries."
"Document Entry Privacy";"Document Entry Privacy"
"Your members can choose from any of the options checked below when they decide who can see their document entries. These options appear on your members' ""Add Entry"" and ""Edit Entry"" pages. If you do not check any options, everyone will be allowed to view documents.";"Your members can choose from any of the options checked below when they decide who can see their document entries. These options appear on your members' "Add Entry" and "Edit Entry" pages. If you do not check any options, everyone will be allowed to view documents."
"Allow Creation of Documents?";"Allow Creation of Documents?"
"Do you want to let members create documents? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view documents, but only want certain levels to be able to create documents.";"Do you want to let members create documents? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view documents, but only want certain levels to be able to create documents."
"No, do not allow documents to be created.";"No, do not allow documents to be created."
"Yes, allow creation of documents.";"Yes, allow creation of documents."
"Allow Deletion of Documents?";"Allow Deletion of Documents?"
"Do you want to let members delete documents? If set to no, some other settings on this page may not apply.";"Do you want to let members delete documents? If set to no, some other settings on this page may not apply."
"Yes, allow members to delete all documents.";"Yes, allow members to delete all documents."
"Yes, allow members to delete their own documents.";"Yes, allow members to delete their own documents."
"No, do not allow members to delete their documents.";"No, do not allow members to delete their documents."
"Yes, allow viewing of documents.";"Yes, allow viewing of documents."
"No, disable custom CSS styles.";"No, disable custom CSS styles."
"Yes, enable custom CSS styles.";"Yes, enable custom CSS styles."
"No, do not allow documents to be created.";"No, do not allow documents to be created."
"Yes, allow creation of documents.";"Yes, allow creation of documents."
"Yes, allow members to delete all documents.";"Yes, allow members to delete all documents."
"Yes, allow members to delete their own documents.";"Yes, allow members to delete their own documents."
"No, do not allow members to delete their documents.";"No, do not allow members to delete their documents."
"Yes, allow viewing of documents.";"Yes, allow viewing of documents."
"Documents Approval Moderation";"Documents Approval Moderation"
"Do you want new documents to be automatically approved?";"Do you want new documents to be automatically approved?"
"Yes, automatically approve documents.";"Yes, automatically approve documents."
"No, site admin approval will be required for all documents.";"No, site admin approval will be required for all documents."
"Documents Featured Moderation";"Documents Featured Moderation"
"Do you want new documents to be automatically made featured?";"Do you want new documents to be automatically made featured?"
"Yes, automatically make documents featured.";"Yes, automatically make documents featured."
"No, site admin will be making documents featured.";"No, site admin will be making documents featured."
"Document Privacy";"Document Privacy"
"Your users can choose from any of the options checked below when they decide who can see their documents. These options appear on your user\'s "Add Document" and "Edit Document" pages. If you do not check any options, everyone will be allowed to view documents.";"Your users can choose from any of the options checked below when they decide who can see their documents. These options appear on your user\'s "Add Document" and "Edit Document" pages. If you do not check any options, everyone will be allowed to view documents."
"Document Privacy";"Document Privacy"
"Your users can choose from any of the options checked below when they decide who can see their documents. These options appear on your user\'s "Add Document" and "Edit Document" pages. If you do not check any options, everyone will be allowed to view documents.";"Your users can choose from any of the options checked below when they decide who can see their documents. These options appear on your user\'s "Add Document" and "Edit Document" pages. If you do not check any options, everyone will be allowed to view documents."
"Document Comment Options";"Document Comment Options"
"Your users can choose from any of the options checked below when they decide who can post comments on their documents. If you do not check any options, everyone will be allowed to post comments on documents.";"Your users can choose from any of the options checked below when they decide who can post comments on their documents. If you do not check any options, everyone will be allowed to post comments on documents."
"Maximum allowed documents";"Maximum allowed documents"
"Enter the maximum number of documents allowed  for users of this level (Enter 0 for unlimited documents).";"Enter the maximum number of documents allowed  for users of this level (Enter 0 for unlimited documents)."
"Maximum file size";"Maximum file size"
"Enter the maximum document file size in KB allowed for this user level. Valid values are from 1 to '.$filesize.' KB.";"Enter the maximum document file size in KB allowed for this user level. Valid values are from 1 to '.$filesize.' KB."
"Enter the maximum document file size in KB allowed for this user level. Valid values are from 1 to %s KB.";"Enter the maximum document file size in KB allowed for this user level. Valid values are from 1 to %s KB."
"Document downloading";"Document downloading"
"Enable downloading of documents for this member level.";"Enable downloading of documents for this member level."
"Show option to users during document creation to allow downloading of their documents.";"Show option to users during document creation to allow downloading of their documents."
"Download Format";"Download Format"
"Select the format in which the downloadable documents will be downloaded in.";"Select the format in which the downloadable documents will be downloaded in."
"PDF";"PDF"
"Original Document Format";"Original Document Format"
"Plain Text";"Plain Text"
"Secure iPaper Settings";"Secure iPaper Settings"
"Secure document iPaper cannot be embedded on other sites. Note that this is a permanent setting for a document during its first upload. Thus any change in this setting will only work for new document uploads.(Note : This setting will only apply to new documents created and not to the existing documents on the site. )";"Secure document iPaper cannot be embedded on other sites. Note that this is a permanent setting for a document during its first upload. Thus any change in this setting will only work for new document uploads.(Note : This setting will only apply to new documents created and not to the existing documents on the site. )"
"  Make iPaper documents secure. Do not allow embedding on other sites.";"  Make iPaper documents secure. Do not allow embedding on other sites."
" 	Do not make iPaper documents secure. Allow embedding on other sites.";" 	Do not make iPaper documents secure. Allow embedding on other sites."
"Show security option to users. Allow users to choose if their documents should be secure or not.";"Show security option to users. Allow users to choose if their documents should be secure or not."
"Email attachment Settings";"Email attachment Settings"
"Enable emailing as attachments for documents on your site.";"Enable emailing as attachments for documents on your site."
"Allow members of this level to choose during document creation if their documents could be emailed as attachments or not.";"Allow members of this level to choose during document creation if their documents could be emailed as attachments or not."
"Allow HTML in posts?";"Allow HTML in posts?"
"If you have disabled HTML in posts but want to allow specific tags, you can enter them below (separated by commas). If you have enabled HTML in posts, this setting will have no effect.  Example: b, img, a, embed, font";"If you have disabled HTML in posts but want to allow specific tags, you can enter them below (separated by commas). If you have enabled HTML in posts, this setting will have no effect.  Example: b, img, a, embed, font"
"Save Settings";"Save Settings"
"Allow Commenting on Documents?";"Allow Commenting on Documents?"
"Do you want to let members of this level comment on documents?";"Do you want to let members of this level comment on documents?"
"Yes, allow members to comment on documents.";"Yes, allow members to comment on documents."
"No, do not allow members to comment on documents.";"No, do not allow members to comment on documents."
"Allow Profile Document";"Allow Profile Document"
"Do you want to let members of this level make their documents as Profile Document? (If enabled, users will see a “Make Profile Document” link option next to their documents in the “My Documents” section. At any time only one document can be made as a Profile Document for a user. A document chosen as a Profile Document is displayed in a tab on user profile. For this, you should have placed the 'Member’s Profile Document' widget on “Member Profile” page.)";"Do you want to let members of this level make their documents as Profile Document? (If enabled, users will see a “Make Profile Document” link option next to their documents in the “My Documents” section. At any time only one document can be made as a Profile Document for a user. A document chosen as a Profile Document is displayed in a tab on user profile. For this, you should have placed the 'Member’s Profile Document' widget on “Member Profile” page.)"
"Document downloading (Viewer)";"Document downloading (Viewer)"
"Do you want users of this member level to be shown the link for downloading of downloadable documents?";"Do you want users of this member level to be shown the link for downloading of downloadable documents?"
"Document downloading (Creator)";"Document downloading (Creator)"
"Do you want the documents added by members of this level to be downloadable?";"Do you want the documents added by members of this level to be downloadable?"
"Secure document iPaper cannot be embedded on other sites. Note that this is a permanent setting for a document during its first upload. Thus any change in this setting will only work for new document uploads.(Note : This setting will only apply to new documents created and not to the existing documents on the site. )";"Secure document iPaper cannot be embedded on other sites. Note that this is a permanent setting for a document during its first upload. Thus any change in this setting will only work for new document uploads.(Note : This setting will only apply to new documents created and not to the existing documents on the site. )"
"Make iPaper documents secure. (Note: Secure documents can be viewed in Flash reader only because secure documents use access-management technology which is available in Flash only. Therefore, secure documents will always be viewed in Flash reader, even if you choose HTML5 reader as default.)";"Make iPaper documents secure. (Note: Secure documents can be viewed in Flash reader only because secure documents use access-management technology which is available in Flash only. Therefore, secure documents will always be viewed in Flash reader, even if you choose HTML5 reader as default.)"
"Email attachment Settings (Viewer)";"Email attachment Settings (Viewer)"
"Do you want users of this member level to be shown the link for emailing documents as attachments?";"Do you want users of this member level to be shown the link for emailing documents as attachments?"
"Email attachment Settings (Creator)";"Email attachment Settings (Creator)"
"Do you want the documents added by members of this level to be email-able as attachments?";"Do you want the documents added by members of this level to be email-able as attachments?"
"Do not make iPaper documents secure.";"Do not make iPaper documents secure."
"Document View Privacy";"Document View Privacy"
"Documents Sponsored Moderation";"Documents Sponsored Moderation"
"Do you want new documents to be automatically made sponsored?";"Do you want new documents to be automatically made sponsored?"
"Yes, automatically make documents sponsored.";"Yes, automatically make documents sponsored."
"No, site admin will be making documents sponsored.";"No, site admin will be making documents sponsored."
"Make Profile Document during Creation";"Make Profile Document during Creation"
"Do you want users to be able to choose during document creation if the document should be made their Profile Document?";"Do you want users to be able to choose during document creation if the document should be made their Profile Document?"

#Form/Admin/Widget.php
"Widget Settings";"Widget Settings"
"Configure the settings for the various widgets available with this plugin.";"Configure the settings for the various widgets available with this plugin."
"Browse Documents widget";"Browse Documents widget"
"How many documents should be shown in the browse documents widget (value cannot be empty or zero) ?";"How many documents should be shown in the browse documents widget (value cannot be empty or zero) ?"
"Most Commented Documents widget";"Most Commented Documents widget"
"How many documents should be shown in the most commented documents widget (value cannot be empty or zero) ?";"How many documents should be shown in the most commented documents widget (value cannot be empty or zero) ?"
"Featured Documents Carousel widget";"Featured Documents Carousel widget"
"How many documents should be shown in the featured documents carousel widget (value cannot be empty or zero) ?";"How many documents should be shown in the featured documents carousel widget (value cannot be empty or zero) ?"
"Featured Documents widget";"Featured Documents widget"
"How many documents should be shown in the featured documents widget (value cannot be empty or zero) ?";"How many documents should be shown in the featured documents widget (value cannot be empty or zero) ?"
"Popular Documents widget";"Popular Documents widget"
"How many documents should be shown in the popular documents widget (value cannot be empty or zero) ? [Note: Popularity here is based on the number of views.]";"How many documents should be shown in the popular documents widget (value cannot be empty or zero) ? [Note: Popularity here is based on the number of views.]"
"Profile Documents widget";"Profile Documents widget"
"How many documents should be shown in the profile documents widget (value cannot be empty or zero) ? [Note: This widget displays member's documents on their profiles.]";"How many documents should be shown in the profile documents widget (value cannot be empty or zero) ? [Note: This widget displays member's documents on their profiles.]"
"Top Rated Documents widget";"Top Rated Documents widget"
"How many documents should be shown in the most rated documents widget (value cannot be empty or zero) ?";"How many documents should be shown in the most rated documents widget (value cannot be empty or zero) ?"
"Recent Documents widget";"Recent Documents widget"
"How many documents should be shown in the recent documents widget (value cannot be empty or zero) ?";"How many documents should be shown in the recent documents widget (value cannot be empty or zero) ?"

#settings/content.php
"Profile Documents";"Profile Documents"
"Displays a member's documents on their profile.";"Displays a member's documents on their profile."
"Recent Documents";"Recent Documents"
"Displays a list of recently created documents.";"Displays a list of recently created documents."
"(number of documents to show)";"(number of documents to show)"
"Recent Documents";"Recent Documents"
"Popular Documents";"Popular Documents"
"Displays a list of most viewed documents.";"Displays a list of most viewed documents."
"Popular Documents";"Popular Documents"
"Most Commented Documents";"Most Commented Documents"
"Displays a list of most commented documents.";"Displays a list of most commented documents."
"Most Commented Documents";"Most Commented Documents"
"Top Rated Documents";"Top Rated Documents"
"Displays a list of top rated documents.";"Displays a list of top rated documents."
"Top Rated Documents";"Top Rated Documents"
"Featured Documents Carousel";"Featured Documents Carousel"
"Displays a list of featured documents in carousel.";"Displays a list of featured documents in carousel."
"Featured Documents";"Featured Documents"
"Displays a list of featured documents.";"Displays a list of featured documents."
"Featured Documents";"Featured Documents"
"Displays a list of all documents.";"Displays a list of all documents."
"Search Documents form";"Search Documents form"
"Displays search form.";"Displays search form."
"Browse Popular Tags";"Browse Popular Tags"
"Shows popular tags with frequency.";"Shows popular tags with frequency."
"Create New Document";"Create New Document"
"Displays a create document link.( Create link will be visible if user level is allowed to create documents )";"Displays a create document link.( Create link will be visible if user level is allowed to create documents )"
"Navigation Tabs";"Navigation Tabs"
"Display navigation tabs";"Display navigation tabs"
"Count";"Count"
"(number of reviews to show)";"(number of reviews to show)"
"Most Liked Documents";"Most Liked Documents"
"Displays a list of most liked documents.";"Displays a list of most liked documents."
"Member’s Profile Document";"Member’s Profile Document"
"Displays the Profile Document on member profile as chosen by the member. This widget should be placed in the tabbed blocks area of Member Profile Page.";"Displays the Profile Document on member profile as chosen by the member. This widget should be placed in the tabbed blocks area of Member Profile Page."
"Profile Document";"Profile Document"
"What should be the height in pixels of the document viewer?";"What should be the height in pixels of the document viewer?"
"What should be the width in pixels of the document viewer?";"What should be the width in pixels of the document viewer?"
"Do you want to show the 'Download' link to users in this widget? [Note: This link is also dependent on Member Level Settings.]";"Do you want to show the 'Download' link to users in this widget? [Note: This link is also dependent on Member Level Settings.]"
"Do you want to show the 'Email Document' link to users in this widget? [Note: This link is also dependent on Member Level Settings.]";"Do you want to show the 'Email Document' link to users in this widget? [Note: This link is also dependent on Member Level Settings.]"
"Do you want to show the 'Share' link to users in this widget? [Note: This link is also dependent on Global Settings.]";"Do you want to show the 'Share' link to users in this widget? [Note: This link is also dependent on Global Settings.]"
"Do you want to show the 'Report' link to users in this widget? [Note: This link is also dependent on Global Settings.]";"Do you want to show the 'Report' link to users in this widget? [Note: This link is also dependent on Global Settings.]"
"Do you want to show the Comments box to users in this widget (This box also has the link for “Like”)? [Note: These are also dependent on Member Level Settings.]";"Do you want to show the Comments box to users in this widget (This box also has the link for “Like”)? [Note: These are also dependent on Member Level Settings.]"
